Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
69000	174.64	40.223754175859824	183.04	935	0.06960000000000001	0.0005	0.06728555003801982
70000	158.36	62.6206866778064	183.04	950	0.068	0.0005	0.0681974622938368
71000	157.96	62.69687711521204	183.04	956	0.06640000000000001	0.0005	0.06949751754601796
72000	155.82	62.6168316030123	183.04	962	0.0648	0.0005	0.07045637143982782
73000	156.12	62.75225573634783	183.04	967	0.0632	0.0005	0.07150517695479923
74000	150.77	66.3267449826991	183.04	976	0.06160000000000001	0.0005	0.07231173084841834
75000	150.74	66.54301165411736	183.04	982	0.060000000000000005	0.0005	0.07301466253068711
76000	148.37	65.84476516777929	183.04	988	0.0584	0.0005	0.07366192784574296
77000	148.04	65.48708574978734	183.04	994	0.0568	0.0005	0.07428581919935015
78000	143.96	66.71385463305204	183.04	1003	0.0552	0.0005	0.07492025699880388
79000	129.56	71.04313056165248	183.04	1016	0.05360000000000001	0.0005	0.07556499673260583
80000	116.61	72.6272531492139	183.04	1032	0.052000000000000005	0.0005	0.07621539698706734
81000	115.86	69.17890140787146	183.04	1047	0.05040000000000001	0.0005	0.0768662444750468
82000	68.81	65.89927086091318	183.04	1082	0.0488	0.0005	0.07753422061602275
83000	59.62	60.00496312806132	183.04	1095	0.0472	0.0005	0.07839194754759471
84000	61.87	62.14107417803461	183.04	1101	0.0456	0.0005	0.07904280973805322
85000	61.91	65.43181107076282	183.04	1110	0.04400000000000001	0.0005	0.07975111895137363
86000	62.02	66.25224222620696	183.04	1123	0.04240000000000001	0.0005	0.08044963585005867
87000	70.56	68.56388553750436	183.04	1131	0.0408	0.0005	0.08108387364281548
88000	65.18	69.29579785239505	183.04	1167	0.039200000000000006	0.0005	0.08172195447815789
89000	64.75	69.25682276859082	183.04	1189	0.0376	0.0005	0.082367189195421
90000	60.2	68.11563697125646	183.04	1201	0.036000000000000004	0.0005	0.0829980758825938
91000	63.14	67.67230157161791	183.04	1208	0.034400000000000014	0.0005	0.08366850588056776
92000	67.79	69.37208300173782	183.04	1214	0.03280000000000001	0.0005	0.08437710781892141
93000	72.34	69.83025418828146	183.04	1221	0.031200000000000006	0.0005	0.08516266836060418
94000	75.18	70.53600215492796	183.04	1228	0.0296	0.0005	0.08624970780478583
95000	77.11	68.44017752753129	183.04	1235	0.027999999999999997	0.0005	0.08729232642385695
96000	84.53	67.78826668384434	183.04	1242	0.026400000000000007	0.0005	0.08802165554629432
97000	93.64	66.06323031762827	183.04	1249	0.024800000000000003	0.0005	0.08862615168094636
98000	103.22	63.53779662531587	183.04	1256	0.023200000000000012	0.0005	0.08921236587895287
99000	110.88	63.14543213883329	183.04	1261	0.021600000000000008	0.0005	0.08991307172510359
100000	120.38	61.87693916153255	183.04	1267	0.02	0.0005	0.09069633808400895
