Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
1000	20.770833333333332	8.991291118200001	-inf	48	0.982	0.0005	4.413167635599772e-05
2000	21.397849462365592	11.134698053900337	-inf	93	0.964	0.0005	0.00047774334748586016
3000	21.11	11.144411155372904	22.34	144	0.946	0.0005	0.0008427433172861735
4000	20.44	8.988125499791378	22.34	191	0.9279999999999999	0.0005	0.0012171522114011978
5000	20.59	10.499614278629476	22.34	240	0.91	0.0005	0.001583085854848226
6000	21.12	12.59387152546825	22.34	288	0.892	0.0005	0.0019472938113742405
7000	21.52	11.723037149135033	22.34	331	0.874	0.0005	0.00230839471022288
8000	24.22	12.518450383334192	24.26	366	0.856	0.0005	0.0026810597048865423
9000	26.55	14.174889770294513	26.64	401	0.838	0.0005	0.003044686648580763
10000	30.06	16.402329102904865	30.06	429	0.82	0.0005	0.003424709637959798
11000	32.22	19.517469098220705	32.28	459	0.802	0.0005	0.0037933833069271512
12000	33.66	24.627310043932937	34.71	489	0.784	0.0005	0.004167392452557882
13000	34.43	24.94444026231096	35.11	517	0.766	0.0005	0.004527702265315585
14000	36.26	24.320205591236274	36.91	543	0.748	0.0005	0.004880806671248542
15000	38.16	25.09929082663492	38.25	566	0.73	0.0005	0.005257154107093811
16000	38.27	21.944409310801696	38.91	594	0.712	0.0005	0.005627082784970602
17000	39.22	24.015653228675667	39.93	619	0.694	0.0005	0.005981370011965434
18000	43.85	29.052839792350767	43.85	632	0.6759999999999999	0.0005	0.006350937816831801
19000	47.67	31.989077823532206	47.89	647	0.6579999999999999	0.0005	0.006711984144316779
20000	50.98	34.80028160805599	50.98	663	0.6399999999999999	0.0005	0.007090376681751675
21000	56.45	39.568263798150156	56.45	674	0.622	0.0005	0.007448046339882745
22000	63.18	41.648380520735735	63.18	684	0.604	0.0005	0.007814767758051554
23000	67.77	42.495377395665045	67.77	699	0.586	0.0005	0.008164378603299459
24000	72.72	45.73687352672895	72.72	710	0.5680000000000001	0.0005	0.008529668317900764
25000	78.73	47.317196662524296	79.21	720	0.55	0.0005	0.008890915248129103
26000	81.72	48.51084002570972	81.72	729	0.532	0.0005	0.009264361924595304
27000	86.15	48.843295343373384	86.15	740	0.514	0.0005	0.009632719953854878
28000	90.5	53.106779228268024	90.5	746	0.4959999999999999	0.0005	0.009987737205293444
29000	96.45	54.609225411096986	96.45	752	0.478	0.0005	0.010350142783588834
30000	101.06	54.34791992339726	101.06	760	0.45999999999999996	0.0005	0.010707853568924798
31000	104.24	54.497911886603504	104.41	767	0.44199999999999995	0.0005	0.01106993277867635
32000	109.74	53.58705440682479	109.95	774	0.42399999999999993	0.0005	0.01142488420009613
33000	111.83	56.25656495023491	111.83	780	0.4059999999999999	0.0005	0.01177885525756412
34000	117.92	54.81253141390206	117.92	788	0.3879999999999999	0.0005	0.01213919719060262
35000	121.74	56.13245407070673	121.77	793	0.37	0.0005	0.012501753038830228
36000	128.97	54.306989421252226	128.97	799	0.352	0.0005	0.01285347024599711
37000	132.34	52.87895989899953	132.5	805	0.33399999999999996	0.0005	0.013232756985558404
38000	137.79	52.24486481942507	137.79	812	0.31599999999999995	0.0005	0.013678260842959086
39000	141.43	52.1383265937832	141.43	817	0.29799999999999993	0.0005	0.014067898856268989
40000	145.99	49.57529525882826	145.99	823	0.2799999999999999	0.0005	0.01442717969417572
41000	150.09	47.3915804758609	150.09	828	0.262	0.0005	0.014800126353899637
42000	155.43	45.53817190006643	155.43	834	0.244	0.0005	0.015174051655663384
43000	160.74	41.37598820572145	160.74	839	0.22599999999999998	0.0005	0.01551323718494839
44000	161.92	40.341710424819624	161.92	845	0.20799999999999996	0.0005	0.015872972475157843
45000	163.19	40.429121929619	163.19	850	0.18999999999999995	0.0005	0.016233929726812573
46000	165.71	39.00392159770605	165.71	856	0.17199999999999993	0.0005	0.016603907148043315
47000	168.06	38.4624024210657	168.16	861	0.15400000000000003	0.0005	0.01697091387377845
48000	171.68	36.62072637182392	171.68	866	0.136	0.0005	0.017318726976712544
49000	173.69	35.71349744844377	173.69	871	0.118	0.0005	0.017654377222061157
50000	177.38	30.9776629202398	177.38	876	0.1	0.0005	0.018007160822550456
51000	178.17	31.083775510706545	178.17	882	0.0984	0.0005	0.018367417189810012
52000	181.11	27.526312866056003	181.11	887	0.09680000000000001	0.0005	0.018725294404559667
53000	181.55	26.007450855476016	182.18	892	0.0952	0.0005	0.019117931326230367
54000	182.18	25.928123726949472	182.64	898	0.0936	0.0005	0.019494311081038582
55000	182.87	25.387262554281033	182.87	903	0.092	0.0005	0.01987601935863495
56000	185.44	17.078243469396963	185.52	909	0.09040000000000001	0.0005	0.02024943444463942
57000	184.67	17.444801517930777	185.52	914	0.0888	0.0005	0.020641789966159396
58000	185.18	17.193242858751226	185.52	920	0.0872	0.0005	0.021012893584039478
59000	185.95	16.51446335791751	186.27	925	0.08560000000000001	0.0005	0.021411434412002564
60000	185.66	16.839370534553836	186.27	931	0.084	0.0005	0.02178078916337755
61000	185.25	17.42318857155601	186.27	936	0.0824	0.0005	0.022137646940019396
62000	182.51	22.043817727426436	186.27	943	0.08080000000000001	0.0005	0.022509765227635703
63000	181.25	23.54755825982813	186.27	949	0.0792	0.0005	0.022820714977052476
64000	180.84	24.04068218666018	186.27	955	0.0776	0.0005	0.02316954215367635
65000	179.5	25.127872970070506	186.27	961	0.07600000000000001	0.0005	0.023532577488157486
66000	178.66	25.34806501490794	186.27	967	0.07440000000000001	0.0005	0.023862902257177566
67000	177.46	25.67466455477072	186.27	973	0.0728	0.0005	0.024242717491255866
68000	158.22	54.99246857525128	186.27	988	0.07120000000000001	0.0005	0.02462011436621348
69000	158.29	55.13207687000372	186.27	993	0.06960000000000001	0.0005	0.024994174970520866
70000	154.4	56.52415412900931	186.27	1001	0.068	0.0005	0.025350379678938124
71000	151.86	55.97124618944981	186.27	1008	0.06640000000000001	0.0005	0.025707519120640225
72000	150.8	55.78870853497149	186.27	1014	0.0648	0.0005	0.026059768862194486
73000	147.76	54.81407118614708	186.27	1021	0.0632	0.0005	0.026409888598654004
74000	146.47	54.257433592089484	186.27	1027	0.06160000000000001	0.0005	0.026776068343056573
75000	144.53	53.569292509795204	186.27	1034	0.060000000000000005	0.0005	0.02712528665860494
76000	144.79	53.50968043260958	186.27	1040	0.0584	0.0005	0.027449729376369053
77000	143.7	52.454265794118214	186.27	1048	0.0568	0.0005	0.02785833133591546
78000	141.42	51.584140973752774	186.27	1055	0.0552	0.0005	0.02836201939317915
79000	138.08	49.80636103952988	186.27	1062	0.05360000000000001	0.0005	0.028785614437527127
80000	137.27	49.63765808335442	186.27	1069	0.052000000000000005	0.0005	0.029278111590279474
81000	137.44	47.67542763311095	186.27	1076	0.05040000000000001	0.0005	0.02982220470905304
82000	144.97	35.09286394696221	186.27	1085	0.0488	0.0005	0.030295779175228542
83000	137.04	39.636074477677525	186.27	1095	0.0472	0.0005	0.030672054158316718
84000	137.31	38.686094400960144	186.27	1103	0.0456	0.0005	0.03106366495291392
85000	136.82	38.27123724156302	186.27	1110	0.04400000000000001	0.0005	0.031455369724167716
86000	118.8	52.39541964714092	186.27	1128	0.04240000000000001	0.0005	0.031879584391911825
87000	116.64	53.090586736256746	186.27	1136	0.0408	0.0005	0.03232200390762753
88000	100.77	61.06535105933643	186.27	1154	0.039200000000000006	0.0005	0.03266429470645057
89000	97.39	63.289002994201134	186.27	1164	0.0376	0.0005	0.03304311692714691
90000	94.79	61.64937874788359	186.27	1172	0.036000000000000004	0.0005	0.03341116468111674
91000	93.9	61.18439343492751	186.27	1182	0.034400000000000014	0.0005	0.03376897441016303
92000	94.77	61.579193726452765	186.27	1190	0.03280000000000001	0.0005	0.03411899189154307
93000	96.56	61.03840102754986	186.27	1198	0.031200000000000006	0.0005	0.034506148033671906
94000	93.34	60.1707935796097	186.27	1208	0.0296	0.0005	0.0349696413675944
95000	96.33	58.8754711233804	186.27	1217	0.027999999999999997	0.0005	0.035335435801082185
96000	103.6	56.170276837487634	186.27	1225	0.026400000000000007	0.0005	0.03571840054459042
97000	103.79	56.023619126222115	186.27	1233	0.024800000000000003	0.0005	0.03609862552748786
98000	102.4	54.097134859435954	186.27	1248	0.023200000000000012	0.0005	0.03645085275173187
99000	108.7	50.945755465985584	186.27	1255	0.021600000000000008	0.0005	0.03678824437989129
100000	112.92	48.75524176947541	186.27	1262	0.02	0.0005	0.037129267189237807
