Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
1000	20.8125	13.389448971111545	-inf	48	0.982	0.0005	6.993472576141357e-05
2000	23.352941176470587	13.336112743756587	-inf	85	0.964	0.0005	0.000730965534845988
3000	23.31	12.300158535563677	24.12	131	0.946	0.0005	0.001251732243431939
4000	22.34	12.724165984456505	24.22	177	0.9279999999999999	0.0005	0.001905696988105774
5000	20.33	10.511950342348465	24.22	230	0.91	0.0005	0.0025911521911621094
6000	19.76	8.618723803440972	24.22	278	0.892	0.0005	0.003338658081160651
7000	21.18	12.671527137642093	24.22	323	0.874	0.0005	0.004054985046386719
8000	22.55	13.223747577748147	24.22	363	0.856	0.0005	0.004586046470536126
9000	25.56	14.481243040568028	25.56	401	0.838	0.0005	0.005174886385599772
10000	28.02	18.41574326493503	28.87	429	0.82	0.0005	0.005820649200015598
11000	30.35	21.999715907256622	30.69	460	0.802	0.0005	0.006566942797766791
12000	34.43	26.052736900371908	34.43	484	0.784	0.0005	0.007269479764832391
13000	36.5	26.43198819612327	37.03	512	0.766	0.0005	0.00791479614045885
14000	39.18	28.824080210823727	39.18	531	0.748	0.0005	0.00858862472905053
15000	43.54	30.21768356442962	43.54	550	0.73	0.0005	0.00928695970111423
16000	45.52	29.957129368482555	45.65	572	0.712	0.0005	0.00996085054344601
17000	47.8	32.4499614791759	48.16	590	0.694	0.0005	0.010662296679284838
18000	51.96	34.91816719130602	51.96	606	0.6759999999999999	0.0005	0.01139251086446974
19000	52.66	34.251487558936766	53.46	625	0.6579999999999999	0.0005	0.01208305060863495
20000	55.28	34.941974758161564	56.01	641	0.6399999999999999	0.0005	0.01277195201979743
21000	56.98	36.619115226886635	57.01	656	0.622	0.0005	0.01344239890575409
22000	61.08	39.816750244086975	61.08	668	0.604	0.0005	0.014122218688329061
23000	63.24	42.20879529197676	63.31	682	0.586	0.0005	0.01479315201441447
24000	68.66	43.85663461780897	69.12	691	0.5680000000000001	0.0005	0.01548634085390303
25000	73.51	44.615579117613166	73.51	701	0.55	0.0005	0.016133792532814873
26000	77.65	47.54626694073889	77.65	711	0.532	0.0005	0.01679585119088491
27000	81.41	50.86965598468305	82.35	722	0.514	0.0005	0.017462700009346008
28000	84.86	51.23651432328315	84.86	731	0.4959999999999999	0.0005	0.01820204555988312
29000	90.69	54.92025036359539	90.69	738	0.478	0.0005	0.018909289439519247
30000	96.67	57.6211862078524	96.67	745	0.45999999999999996	0.0005	0.019622577759954664
31000	101.56	58.18613580570547	101.56	752	0.44199999999999995	0.0005	0.020339207847913106
32000	106.52	60.73178410025511	107.47	760	0.42399999999999993	0.0005	0.021103069716029696
33000	112.55	60.492210242311366	112.55	767	0.4059999999999999	0.0005	0.021837032238642376
34000	116.01	61.14368242099914	116.01	773	0.3879999999999999	0.0005	0.022551152242554558
35000	122.18	61.25200078364788	122.18	779	0.37	0.0005	0.023551962508095634
36000	126.29	61.42463593705705	126.29	784	0.352	0.0005	0.024255475865470038
37000	131.14	62.84473247615905	131.14	789	0.33399999999999996	0.0005	0.024979646735721166
38000	137.2	62.16349411028953	137.2	794	0.31599999999999995	0.0005	0.02581507364908854
