Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
1000	21.434782608695652	10.694680054797345	-inf	46	0.982	0.0005	0.00013840556144714355
2000	21.387096774193548	10.32903024319458	-inf	93	0.964	0.0005	0.0013995160659154256
3000	22.43	10.065043467367639	22.43	136	0.946	0.0005	0.002310675581296285
4000	23.34	11.242971137559678	23.37	179	0.9279999999999999	0.0005	0.0034347019592920938
5000	21.96	11.104881809366544	23.37	229	0.91	0.0005	0.004318660563892789
6000	22.05	12.462242976286412	23.37	270	0.892	0.0005	0.005453966922230191
7000	23.19	13.791080450784124	23.37	310	0.874	0.0005	0.0065414314137564765
8000	25.49	13.904312280727876	25.49	346	0.856	0.0005	0.007371198071373834
9000	26.4	14.641721210294914	26.49	383	0.838	0.0005	0.008207617203394572
10000	28.87	15.689904397414281	29.42	411	0.82	0.0005	0.009109946688016256
11000	30.21	17.071786666895765	30.44	445	0.802	0.0005	0.01057941582467821
12000	32.51	17.589482652994658	32.68	473	0.784	0.0005	0.011489320000012716
13000	33.91	20.276634336102234	34.62	501	0.766	0.0005	0.012399999433093601
14000	36.28	23.334129510226003	36.3	523	0.748	0.0005	0.013430304129918417
15000	39.97	26.42402505297026	40.35	545	0.73	0.0005	0.014307709468735589
16000	42.51	28.357184274888787	42.61	568	0.712	0.0005	0.015110061632262336
17000	43.55	30.34415100146979	43.77	590	0.694	0.0005	0.01596547583738963
18000	47.61	31.71053295042516	47.61	608	0.6759999999999999	0.0005	0.01676933189233144
19000	45.29	30.329950543975507	47.61	634	0.6579999999999999	0.0005	0.017720893290307786
20000	47.4	34.057598271164096	47.94	649	0.6399999999999999	0.0005	0.01858587861061096
21000	50.74	37.86413078363215	51.37	665	0.622	0.0005	0.019675575825903152
22000	56.04	42.83548062062571	56.04	679	0.604	0.0005	0.020866140524546304
23000	58.91	44.49721227223117	59.48	691	0.586	0.0005	0.021999689936637878
24000	63.37	46.98992551600821	63.9	701	0.5680000000000001	0.0005	0.022949058877097236
25000	68.69	51.186071347584395	68.69	711	0.55	0.0005	0.023796713021066455
26000	74.5	54.066718043543204	74.5	722	0.532	0.0005	0.024616659151183235
27000	82.35	56.0229194169672	82.35	729	0.514	0.0005	0.025502047538757323
28000	87.57	59.00987290276095	88.09	737	0.4959999999999999	0.0005	0.026457320849100747
29000	91.66	60.21564912877715	91.66	745	0.478	0.0005	0.027361804445584614
30000	97.31	61.64993025137985	97.31	752	0.45999999999999996	0.0005	0.0283467435836792
31000	102.06	63.349162583257566	102.06	757	0.44199999999999995	0.0005	0.029212022489971585
32000	110.11	62.929944382622814	110.11	765	0.42399999999999993	0.0005	0.03013863245646159
33000	116.92	61.96509985467626	116.92	770	0.4059999999999999	0.0005	0.03133890946706136
34000	121.84	61.910373928769005	121.84	776	0.3879999999999999	0.0005	0.03231691612137688
35000	126.94	62.276290833671204	126.94	784	0.37	0.0005	0.03339352164003584
36000	130.68	62.14545518378637	130.68	790	0.352	0.0005	0.03449401968055301
37000	134.62	60.13713993864357	134.62	797	0.33399999999999996	0.0005	0.03554073883427514
38000	138.39	58.984217380584106	138.39	803	0.31599999999999995	0.0005	0.036483550005488925
39000	141.93	55.98682970127884	141.93	809	0.29799999999999993	0.0005	0.03750365277131398
40000	144.53	54.66268471269958	144.53	814	0.2799999999999999	0.0005	0.03847896887196435
41000	151.36	49.70101005009858	151.43	820	0.262	0.0005	0.03956173499425252
42000	154.52	48.81218700283773	154.63	826	0.244	0.0005	0.04034836663140191
43000	157.81	46.72829870645838	157.81	832	0.22599999999999998	0.0005	0.041130589180522495
44000	159.58	46.0432796399214	159.58	837	0.20799999999999996	0.0005	0.04205789393848843
45000	164.23	41.294758747327734	164.23	842	0.18999999999999995	0.0005	0.043051157461272346
46000	166.82	40.417911870852514	166.95	847	0.17199999999999993	0.0005	0.04406662331687079
47000	169.34	39.005953391758034	169.34	852	0.15400000000000003	0.0005	0.044941912160979376
48000	169.43	39.181438207396106	169.43	858	0.136	0.0005	0.045752248896492854
49000	173.02	36.01415832696914	173.02	863	0.118	0.0005	0.046656613085005016
50000	174.0	35.5584026637868	174.0	868	0.1	0.0005	0.047492484715249805
51000	174.91	35.530295523679506	175.05	873	0.0984	0.0005	0.04850855304135217
52000	176.14	32.49246681924904	176.83	879	0.09680000000000001	0.0005	0.04957564916875627
53000	180.51	24.854575031571144	180.51	884	0.0952	0.0005	0.0507273088561164
54000	181.42	25.007670823169438	181.42	889	0.0936	0.0005	0.051837215026219685
55000	184.16	20.192434226709764	184.16	894	0.092	0.0005	0.0529047832886378
56000	184.35	20.819882324355248	184.35	900	0.09040000000000001	0.0005	0.054040198061201306
