Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
80000	169.86	38.310056121076094	198.87	961	0.052000000000000005	0.0005	0.04828204333782196
81000	169.52	38.92209655195876	198.87	967	0.05040000000000001	0.0005	0.048732718030611674
82000	168.14	38.8790483422627	198.87	974	0.0488	0.0005	0.0491594135761261
83000	167.78	38.34777177359853	198.87	980	0.0472	0.0005	0.04962691883246104
84000	165.64	38.34801689787882	198.87	986	0.0456	0.0005	0.050100166069136726
85000	161.45	39.76641170636344	198.87	994	0.04400000000000001	0.0005	0.0505716335773468
86000	166.79	32.25532359161817	198.87	999	0.04240000000000001	0.0005	0.05095137496789297
87000	161.35	36.59545736836746	198.87	1007	0.0408	0.0005	0.051342498593860204
88000	159.74	37.22972468337632	198.87	1014	0.039200000000000006	0.0005	0.05171453687879774
89000	157.39	38.68278557704964	198.87	1021	0.0376	0.0005	0.052053043577406144
90000	157.77	37.84570120898805	198.87	1027	0.036000000000000004	0.0005	0.052422349916564095
91000	157.2	38.46660889654819	198.87	1034	0.034400000000000014	0.0005	0.05277904801898532
92000	157.65	38.970084680431476	198.87	1040	0.03280000000000001	0.0005	0.053146005007955764
93000	154.04	40.6760175041756	198.87	1048	0.031200000000000006	0.0005	0.05350882887840271
94000	128.37	61.718984923603536	198.87	1069	0.0296	0.0005	0.05386659026145935
95000	122.13	63.140106905199325	198.87	1078	0.027999999999999997	0.0005	0.05423331909709506
96000	120.8	64.17834525757112	198.87	1086	0.026400000000000007	0.0005	0.0545996171898312
97000	122.16	64.9103566466862	198.87	1092	0.024800000000000003	0.0005	0.054974521398544314
98000	115.42	67.88065703865865	198.87	1104	0.023200000000000012	0.0005	0.055360551873842874
99000	112.41	68.29525532568131	198.87	1112	0.021600000000000008	0.0005	0.05574133468998803
100000	107.56	71.30754798757282	198.87	1123	0.02	0.0005	0.05610579106542799
