Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
1000	20.666666666666668	9.134032819929844	-inf	48	0.982	0.0005	7.595638434092203e-05
2000	20.8125	9.021170124582879	-inf	96	0.964	0.0005	0.0007658341858122084
3000	21.23	9.970812404212607	21.76	141	0.946	0.0005	0.001218133634991116
4000	22.05	13.112875352110995	22.64	186	0.9279999999999999	0.0005	0.0017102844185299343
5000	21.33	13.584590534867072	22.64	236	0.91	0.0005	0.0022489958339267308
6000	20.77	11.488128655268447	22.64	282	0.892	0.0005	0.0027937994400660197
7000	21.72	10.349956521647808	22.64	326	0.874	0.0005	0.003343392743004693
8000	22.74	10.60624344431147	23.27	369	0.856	0.0005	0.0038708216614193386
9000	22.85	9.598307142407977	23.27	415	0.838	0.0005	0.0044038516283035276
10000	23.22	9.733015976561427	23.3	454	0.82	0.0005	0.004939751956197951
11000	24.9	12.13383698588373	24.9	493	0.802	0.0005	0.005446468591690064
12000	28.46	15.572681207807472	28.46	522	0.784	0.0005	0.0059831460979249745
13000	30.76	18.110284371041775	30.82	552	0.766	0.0005	0.006514555282062955
14000	34.53	22.275302467082238	34.53	575	0.748	0.0005	0.007031732201576233
15000	37.48	22.899117886940537	37.68	601	0.73	0.0005	0.0075514391395780775
16000	39.81	25.59167638119863	39.97	624	0.712	0.0005	0.008187785214847988
17000	42.39	27.104942353747962	42.49	646	0.694	0.0005	0.008853338890605503
18000	45.84	30.68801720541749	45.84	663	0.6759999999999999	0.0005	0.009578349126709832
19000	47.34	31.4818106213731	47.56	683	0.6579999999999999	0.0005	0.010305351681179471
20000	51.45	33.40580039454227	51.75	698	0.6399999999999999	0.0005	0.010841977993647257
21000	52.63	34.03634968676871	53.19	715	0.622	0.0005	0.011423897213406033
22000	58.55	37.14872137772712	58.55	728	0.604	0.0005	0.012065046098497179
23000	61.55	40.41419923739675	62.34	740	0.586	0.0005	0.012791630824406942
24000	66.32	43.32340706823507	66.39	752	0.5680000000000001	0.0005	0.0134915824731191
